location_name,year,trial_code,block,row,column,line_name,check,new,heading_dap,height_cm,fhb_severity,don_kernel,don_hull,don_rachis,hull_mass,kernel_mass,hull_don_proportion,hull_kernel_don
St. Paul FHB,2021,oreidiv_2021_sfhb,6,11,27,M05-31,trt,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
St. Paul FHB,2021,oreidiv_2021_sfhb,6,11,28,15WA-120.14,trt,1,52,64,10,9.6,34.0034,53.76,1.7,11.63,0.341130071,3.542020833
St. Paul FHB,2021,oreidiv_2021_sfhb,6,11,29,LACEY,chk,0,46,62,10.5,3.4,NA,23.5165,NA,36.37,NA,NA
St. Paul FHB,2021,oreidiv_2021_sfhb,6,11,30,DH160800,trt,1,48,43,9.5,4.3,9.1849,14.3754,2.28,11.41,0.299145776,2.136023256
St. Paul FHB,2021,oreidiv_2021_sfhb,6,11,31,PI294734,trt,1,50,82,6.5,10,31.823,22.5267,1.34,11.36,0.27292659,3.1823
St. Paul FHB,2021,oreidiv_2021_sfhb,6,12,31,SETANA_HADAKA,trt,1,51,48,3.7,14.3,18.9276,31.1696,2.18,7.41,0.280265722,1.323608392
St. Paul FHB,2021,oreidiv_2021_sfhb,6,12,30,DH132842,trt,1,53,68,7.5,4.2,7.0024,11.1815,2.89,6.53,0.424584335,1.667238095
St. Paul FHB,2021,oreidiv_2021_sfhb,6,12,29,CI3202,trt,1,57,74,10,NA,NA,NA,NA,NA,NA,NA
St. Paul FHB,2021,oreidiv_2021_sfhb,6,12,28,DH160812,trt,1,44,30,8.5,16.4,9.8607,3.669,1.86,6.7,0.143041436,0.601262195
St. Paul FHB,2021,oreidiv_2021_sfhb,6,12,27,M07-02,trt,1,50,68,10,5.4,35.8648,59.6241,3.68,22.11,0.525039067,6.64162963
St. Paul FHB,2021,oreidiv_2021_sfhb,6,12,26,DH140281,trt,1,55,57,8.5,4.8,17.7119,21.5565,1.86,11.89,0.365980325,3.689979167
St. Paul FHB,2021,oreidiv_2021_sfhb,6,12,25,MARUMI_HADAKA,trt,1,69,59,4,11.3,14.0874,17.0089,2.0668,4.0071,0.391362595,1.246672566
St. Paul FHB,2021,oreidiv_2021_sfhb,6,12,24,DH140175,trt,1,51,61,4,13.1,49.9703,75.2111,1.43,9.6,0.362328488,3.814526718
St. Paul FHB,2021,oreidiv_2021_sfhb,6,12,23,DH140339,trt,1,55,60,18,31.9,67.613,80.9058,1.36,4.31,0.400769726,2.119529781
St. Paul FHB,2021,oreidiv_2021_sfhb,6,12,22,DH140180,trt,1,41,47,11.5,14.3,11.7824,34.6776,1.38,3.14,0.265847889,0.823944056
St. Paul FHB,2021,oreidiv_2021_sfhb,6,12,21,TRANSIT,trt,1,54,60,20,9.4,35.0169,40.9251,3.88,13.41,0.518730124,3.725202128
St. Paul FHB,2021,oreidiv_2021_sfhb,6,12,20,LACEY,chk,0,46,63,7.5,6.2,NA,41.695,NA,36.16,NA,NA
St. Paul FHB,2021,oreidiv_2021_sfhb,6,12,19,KAGAWA-HADAKA1,trt,1,58,64,5,18.9,67.1718,44.4528,3.57,10.59,0.545064139,3.554063492
St. Paul FHB,2021,oreidiv_2021_sfhb,6,12,18,MC0181-31,trt,1,56,66,14,6.2,27.3535,25.5257,2,13.28,0.399195873,4.411854839
St. Paul FHB,2021,oreidiv_2021_sfhb,6,12,17,PI510561,trt,1,56,75,17,14.2,30.6912,43.4213,2.42,13.81,0.274702858,2.161352113
St. Paul FHB,2021,oreidiv_2021_sfhb,6,12,16,PI506340,trt,1,52,75,5.7,2.8,10.8793,10.706,2.09,12.51,0.393619785,3.885464286
St. Paul FHB,2021,oreidiv_2021_sfhb,5,12,15,TUXSKY_NAHY,trt,1,55,69,8.5,16.3,52.7942,68.9454,2.62,17.05,0.332313565,3.238907975
St. Paul FHB,2021,oreidiv_2021_sfhb,5,12,14,MS10S4115-01,trt,1,48,61,11,7.5,19.6963,47.5022,4.33,28.34,0.286349774,2.626173333
St. Paul FHB,2021,oreidiv_2021_sfhb,5,12,13,M05-27,trt,1,50,66,5.4,4.2,36.5188,76.0772,3.05,23.16,0.533812716,8.694952381
St. Paul FHB,2021,oreidiv_2021_sfhb,5,12,12,COLOR-F4-SSD-151,trt,1,53,61,12.5,9.8,26.8558,100.0286,1.61,8.12,0.352059985,2.740387755
St. Paul FHB,2021,oreidiv_2021_sfhb,5,12,11,A81-101,trt,1,45,59,6.2,5.5,32.1675,80.4542,2.93,21.02,0.449110964,5.848636364
St. Paul FHB,2021,oreidiv_2021_sfhb,5,12,10,10WA-118.16,trt,1,45,50,7,23,15.4072,16.3875,1.78,10.37,0.103126083,0.669878261
St. Paul FHB,2021,oreidiv_2021_sfhb,5,12,9,CDC_CLEAR,chk,0,56,64,12,2.8,8.793,13.5315,2.21,12.7,0.353366721,3.140357143
St. Paul FHB,2021,oreidiv_2021_sfhb,5,12,8,MS10S4111-03,trt,1,50,60,8.5,6.7,32.3276,62.4579,3.38,23.64,0.408238854,4.825014925
St. Paul FHB,2021,oreidiv_2021_sfhb,5,12,7,UC1266,trt,1,51,50,8.5,10.4,33.4649,84.4327,3.32,15.84,0.402783071,3.217778846
St. Paul FHB,2021,oreidiv_2021_sfhb,5,12,6,DH140031,trt,1,44,50,8,7.9,7.5249,20.9191,1.81,9.43,0.154567885,0.952518987
St. Paul FHB,2021,oreidiv_2021_sfhb,5,12,5,WHITE_QUEEN,trt,1,56,71,8.5,4,16.4523,13.9037,1.56,10.51,0.379076362,4.113075
St. Paul FHB,2021,oreidiv_2021_sfhb,5,12,4,DH160818,trt,1,40,39,12,18.3,7.4742,9.6157,2.27,6.43,0.126017598,0.40842623
St. Paul FHB,2021,oreidiv_2021_sfhb,5,12,3,CIHO4182,trt,1,52,56,9.5,23,54.1638,58.3442,2.98,11.62,0.376534001,2.354947826
St. Paul FHB,2021,oreidiv_2021_sfhb,5,12,2,STANDER,chk,0,46,64,7.5,3.6,NA,38.15,NA,35,NA,NA
St. Paul FHB,2021,oreidiv_2021_sfhb,5,12,1,HLM-080,trt,1,48,61,9,4,11.9255,29.3977,3.02,22.96,0.281686341,2.981375
